Geography,CalendarYear,Concentration_Group,Quarter_Group_Name,Systems_By_Max_Concentration,People_By_Max_Concentration,Systems_By_Mean_Concentration,People_By_Mean_Concentration,County_Code1
Lebanon,2016,PALM CITY PARK,PA7380005,7.48,mg/L,490,75,
Lebanon,2016,MONROE VALLEY MHP,PA7380009,0.1,mg/L,97,75,
Lebanon,2016,RIDGEVIEW MHP & APTS,PA7380034,4.19,mg/L,30,75,
Lebanon,2016,FREDERICKSBURG WATER AUTH,PA7380035,2.87,mg/L,"1,200",75,
Lebanon,2016,LAKESIDE MHP,PA7380019,0.1,mg/L,40,75,
Lebanon,2016,MT GRETNA AUTH,PA7380024,0.68,mg/L,485,75,
Lebanon,2016,O YES APTS,PA7380051,0.1,mg/L,35,75,
Lebanon,2016,LEBANON VALLEY MHC,PA7380016,2.81,mg/L,160,75,
Lehigh,2016,DESALES UNIVERSITY,PA3390093,1.96,mg/L,"2,000",77,
Lehigh,2016,SLATINGTON BOROUGH WATER SYS,PA3390039,0.1,mg/L,"4,450",77,
Lehigh,2016,AQUA PA COUNTRY CLUB GARDENS,PA3390028,4.13,mg/L,268,77,
Lehigh,2016,WOODSIDE MOBILE HOME PARK,PA3390091,2.75,mg/L,130,77,
Lehigh,2016,LCA MADISON NORTH DIVISION,PA3390115,2.86,mg/L,290,77,
Lehigh,2016,LIL WOLF MHP,PA3390089,0.1,mg/L,600,77,
Lehigh,2016,WHITEHALL TWP AUTHORITY,PA3390081,2.71,mg/L,"13,063",77,
Lehigh,2016,AQUA PA SPRINGHOUSE FARMS,PA3390068,5.63,mg/L,645,77,
Lehigh,2016,TERRYHILL ESTATES MHP,PA3390031,5.33,mg/L,90,77,
Lehigh,2016,ALBURTIS BOROUGH AUTHORITY,PA3390045,0.1,mg/L,"2,117",77,
Lehigh,2016,LCA PINE LAKES DIVISION,PA3390085,1.17,mg/L,158,77,
Lehigh,2016,GREEN ACRES MHC,PA3390090,0.1,mg/L,"1,475",77,
Lehigh,2016,CATASAUQUA MUN WATER WORKS,PA3390044,6.86,mg/L,"6,598",77,
Lehigh,2016,AQUA PA MAPLE HILLS,PA3390049,4.37,mg/L,164,77,
Lehigh,2016,LCA NORTH WHITEHALL DIVISION,PA3390055,3.52,mg/L,"2,910",77,
Lehigh,2016,LCA HEIDELBERG HEIGHTS DIV,PA3390047,2.64,mg/L,509,77,
Lehigh,2016,LCA MILL CREEK DIVISION,PA3390080,3.81,mg/L,89,77,
Lehigh,2016,KEYSTONE MOBILE HOME PARK,PA3390018,4.29,mg/L,375,77,
Lehigh,2016,BIG O MOBILE HOME PARK,PA3390010,2.62,mg/L,64,77,
Lehigh,2016,GLENCREST MOBILE HOME PARK,PA3390020,6.63,mg/L,570,77,
Lehigh,2016,HEIDELBERG ACRES MHP,PA3390011,4.32,mg/L,90,77,
Lehigh,2016,LCA WLSA CENTRAL DIVISION,PA3390073,5.54,mg/L,"47,508",77,
Lehigh,2016,GRIMS MOBILE HOME COURT,PA3390036,0.1,mg/L,40,77,
Lehigh,2016,SWTA - MAIN SYSTEM,PA3390065,3.03,mg/L,"14,500",77,
Lehigh,2016,OSSIES MOBILE HOME COMMUNITY,PA3390001,0.1,mg/L,40,77,
Lehigh,2016,UPPER SAUCON TWP WATER SUPPLY,PA3390077,1.88,mg/L,"7,300",77,
Lehigh,2016,MOUNT TREXLER MANOR,PA3390113,3.11,mg/L,90,77,
Lehigh,2016,VALLEY VIEW ESTATES,PA3390005,0.1,mg/L,68,77,
Lehigh,2016,LCA ARCADIA WEST DIVISION,PA3391001,4.14,mg/L,"1,392",77,
Lehigh,2016,LCA UPPER MILFORD DIVISION,PA3390111,4.79,mg/L,185,77,
Lehigh,2016,EMMAUS BOROUGH PUBLIC WATER,PA3390032,3.26,mg/L,"14,000",77,
Lehigh,2016,LCA ALLENTOWN DIVISION,PA3390024,4.11,mg/L,"118,000",77,
Lehigh,2016,LCA BEVERLY HILLS DIVISION,PA3390035,4.73,mg/L,122,77,
Lehigh,2016,MACUNGIE BOROUGH AUTHORITY,PA3390033,3.48,mg/L,"3,039",77,
Lehigh,2016,KEN-MAN WATER CO,PA3390079,1.86,mg/L,475,77,
Lehigh,2016,LCA UPPER MILFORD CENTRAL DIV,PA3390076,5.71,mg/L,256,77,
Lehigh,2016,COOPERSBURG MUN WATER AUTH,PA3390046,0.1,mg/L,"2,570",77,
Luzerne,2016,HCA ROAN FILTER PLANT,PA2408001,0.21,mg/L,"45,000",79,
Luzerne,2016,AQUA PA SHICKSHINNY LAKE,PA2400029,0.1,mg/L,250,79,
Luzerne,2016,FRITZINGERTOWN SR LIV COMM #2,PA2400139,3.57,mg/L,118,79,
Luzerne,2016,LEHMAN HOME PARK,PA2400007,3.69,mg/L,63,79,
Luzerne,2016,AQUA PA WARDEN PLACE,PA2400102,0.1,mg/L,175,79,
Luzerne,2016,AQUA PA FIELDCREST,PA2400012,0.1,mg/L,110,79,
Luzerne,2016,THE GARDENS AT BUTLER,PA2400117,0.76,mg/L,100,79,
Luzerne,2016,CHASE MANOR WATER ASSOC,PA2400017,0.8,mg/L,95,79,
Luzerne,2016,AQUA PA YALICK FARMS,PA2400149,0.1,mg/L,178,79,
Luzerne,2016,MOORETOWN PROPERTIES LLC,PA2400049,0.6,mg/L,64,79,
Luzerne,2016,SUEZ WATER PA SHAVERTOWN,PA2400091,0.1,mg/L,"3,035",79,
Luzerne,2016,AQUA PA BEECH MOUNTAIN,PA2400114,0.1,mg/L,"2,325",79,
Luzerne,2016,SUEZ WATER PA DALLAS,PA2400076,1.36,mg/L,"5,113",79,
Luzerne,2016,DALLAS MHP,PA2400052,1.11,mg/L,86,79,
Luzerne,2016,VALLEY GORGE MH PARK LLC,PA2400126,0.5,mg/L,60,79,
Luzerne,2016,AQUA PA PENN LAKE,PA2400079,2,mg/L,150,79,
Luzerne,2016,INDIAN SPRINGS WATER CO,PA2400086,0.1,mg/L,137,79,
Luzerne,2016,PLEASANT VIEW MHP,PA2400043,1.35,mg/L,101,79,
Luzerne,2016,PAW NESBITT,PA2409010,0.11,mg/L,"52,640",79,
Luzerne,2016,BEECHCREST MHP,PA2400042,0.1,mg/L,25,79,
Luzerne,2016,UMH VALLEY STREAM,PA2400038,0.1,mg/L,384,79,
Luzerne,2016,AQUA PA GREENBRIAR,PA2400147,0.1,mg/L,120,79,
Luzerne,2016,PAW HUNTSVILLE,PA2409013,0.02,mg/L,"11,963",79,
Luzerne,2016,OVERBROOK WATER COMPANY,PA2400082,1.74,mg/L,475,79,
Luzerne,2016,AQUA PA LAUREL LAKES VILLAGE,PA2400111,1.3,mg/L,475,79,
Luzerne,2016,CONYNGHAM SUGARLOAF JOINT MA,PA2400048,1.96,mg/L,"3,230",79,
Luzerne,2016,AQUA PA FOREST PARK,PA2400078,0.1,mg/L,420,79,
Luzerne,2016,AQUA PA APPLEWOOD,PA2400083,1.9,mg/L,82,79,
Luzerne,2016,AQUA PA ST JOHNS ESTATES,PA2400144,2.6,mg/L,95,79,
Luzerne,2016,COUNTRY PINES MHP,PA2400050,0.98,mg/L,280,79,
Luzerne,2016,VALLEY VIEW MHP,PA2400051,0.21,mg/L,480,79,
Luzerne,2016,COUNTRY VILLAGE MHP,PA2400041,0.26,mg/L,175,79,
Luzerne,2016,HCA TOMHICKEN,PA2408011,0.1,mg/L,125,79,
Luzerne,2016,PAW WATRES,PA2409011,0.12,mg/L,"51,812",79,
Luzerne,2016,HILLSIDE CONDOMINIUMS,PA2400142,1.05,mg/L,65,79,
Luzerne,2016,HCA DELANO PARK PLACE,PA2408007,0.1,mg/L,"1,017",79,
Luzerne,2016,ECHO VALLEY MHP,PA2400003,1.8,mg/L,490,79,
Luzerne,2016,LAUREL RUN ESTATES,PA2400034,0.64,mg/L,340,79,
Luzerne,2016,AQUA PA OAKHILL,PA2400095,1.05,mg/L,486,79,
Luzerne,2016,MAPLE LANE ESTATES,PA2400055,0.19,mg/L,200,79,
Luzerne,2016,KEYSTONE JOB CORPS CENTER,PA2400023,2.99,mg/L,500,79,
Luzerne,2016,PAW HILLCREST,PA2400070,0.22,mg/L,120,79,
Luzerne,2016,WHITE HAVEN CENTER,PA2400109,0.98,mg/L,659,79,
Luzerne,2016,FRITZINGERTOWN SR LIV COMM #1,PA2400116,2.43,mg/L,66,79,
Luzerne,2016,CAN DO CORPORATE CENTER,PA2401021,0.29,mg/L,930,79,
Luzerne,2016,AQUA PA HEX ACRES,PA2400053,0.1,mg/L,255,79,
Luzerne,2016,PAW CEASETOWN,PA2409002,0.1,mg/L,"58,392",79,
Luzerne,2016,FOUR SEASONS ESTATES MHP,PA2400031,0.93,mg/L,98,79,
Luzerne,2016,COUNTRY ESTATES MHP,PA2400046,0.1,mg/L,25,79,
Luzerne,2016,FREELAND BORO MUNI WATER AUTH,PA2400054,1.68,mg/L,"4,610",79,
Luzerne,2016,AQUA PA BARRETT,PA2400085,0.1,mg/L,107,79,
Luzerne,2016,AQUA PA MIDWAY,PA2400104,1.03,mg/L,"2,500",79,
Luzerne,2016,ORCHARD WEST WATER ASSOC,PA2400113,2.85,mg/L,90,79,
Luzerne,2016,PAW SUTTON HILLS,PA2400128,0.01,mg/L,185,79,
Luzerne,2016,SUEZ WATER PA HARVEYS LAKE,PA2400103,0.7,mg/L,200,79,
Luzerne,2016,COUNTRY CREST MHP,PA2400036,2.15,mg/L,150,79,
Luzerne,2016,PAW CRYSTAL LAKE,PA2409003,0.1,mg/L,"9,773",79,
Luzerne,2016,AQUA PA RHODES TERRACE,PA2400101,0.1,mg/L,68,79,
Luzerne,2016,TOWER 80 81 LLC,PA2400008,0.1,mg/L,55,79,
Luzerne,2016,HCA DERRINGER FERN GLEN,PA2408012,0.1,mg/L,275,79,
Luzerne,2016,AQUA PA GARBUSH,PA2400089,4.2,mg/L,200,79,
Luzerne,2016,SCI DALLAS,PA2400090,0.05,mg/L,"2,900",79,
Luzerne,2016,HYLAND MHP,PA2400068,0.1,mg/L,75,79,
Luzerne,2016,SISTERS OF MERCY,PA2400145,1.03,mg/L,140,79,
Luzerne,2016,EEI MEADOWS COMPLEX,PA2400115,1.36,mg/L,628,79,
Luzerne,2016,HANSONS LANDING MHP,PA2400039,0.68,mg/L,86,79,
Luzerne,2016,COUNTRY CLUB APTS,PA2400110,0.89,mg/L,240,79,
Luzerne,2016,PROVIDENCE PLACE OF HAZLETON,PA2400146,1.5,mg/L,140,79,
Luzerne,2016,AQUA PA SAND SPRINGS,PA2400140,0.1,mg/L,840,79,
Luzerne,2016,SWEET VALLEY MHP,PA2400060,0.79,mg/L,60,79,
Luzerne,2016,BONHAMS NURSING AND REHAB CTR,PA2400024,0.1,mg/L,166,79,
Luzerne,2016,SANDY RUN ASSOC,PA2400136,0.24,mg/L,47,79,
Luzerne,2016,SUEZ WATER PA BROWN MANOR,PA2400073,1.2,mg/L,91,79,
Luzerne,2016,PAW HOMESITE,PA2400072,2.22,mg/L,63,79,
Luzerne,2016,AQUA PA WHITE HAVEN,PA2400108,0.1,mg/L,"1,200",79,
Luzerne,2016,AQUA PA WAPWALLOPEN,PA2400066,0.1,mg/L,239,79,
Luzerne,2016,THE GARDENS AT LAKESIDE,PA2400027,2.38,mg/L,91,79,
Luzerne,2016,ORCHARD EAST WATER ASSOC,PA2400107,2.08,mg/L,85,79,
Lycoming,2016,A B C #2 MOBILE HOME PARK,PA4410010,4.36,mg/L,75,81,
Lycoming,2016,OAK LYNN MANOR MOBILE HOME PK,PA4410153,2.49,mg/L,250,81,
Lycoming,2016,WATERVILLE WATER ASSOC,PA4410187,3.25,mg/L,98,81,
Lycoming,2016,COGAN VALLEY MOBILE HOME PARK,PA4410152,2.72,mg/L,250,81,
Lycoming,2016,HUGHESVILLE BOROUGH WATER AUTH,PA4410178,1.43,mg/L,"2,800",81,
Lycoming,2016,WILLIAMSPORT MUN WATER AUTH,PA4410173,0.53,mg/L,"51,000",81,
Lycoming,2016,VALI-VIEW MOBILE HOME PARK,PA4410169,1.87,mg/L,150,81,
Lycoming,2016,PINECREST VILLAGE MHP,PA4410019,1.06,mg/L,195,81,
Lycoming,2016,TIADAGHTON VIEW MHP,PA4410164,2.96,mg/L,175,81,
Lycoming,2016,TWIN HILLS MOBILE HOME PARK,PA4410033,1.21,mg/L,225,81,
Lycoming,2016,BITTNERS MOBILE HOME PARK,PA4410016,0.72,mg/L,100,81,
Lycoming,2016,MUNCY BOROUGH WATER COMPANY,PA4410165,2.19,mg/L,"2,900",81,
Lycoming,2016,CARPENTERS PARK INC,PA4410031,0.12,mg/L,120,81,
Lycoming,2016,RALSTON AREA JOINT AUTHORITY,PA4410171,0.05,mg/L,400,81,
Lycoming,2016,HEATHERBROOKE ESTATES,PA4410005,2.04,mg/L,410,81,
Lycoming,2016,HIDDEN VALLEY MOBILE HOME CT,PA4410160,0.05,mg/L,60,81,
Lycoming,2016,MEADOW BROOK M H P,PA4410154,0.5,mg/L,224,81,
Lycoming,2016,MONTGOMERY BORO WATR&SEWR AUTH,PA4410161,2.19,mg/L,"2,700",81,
Lycoming,2016,MUNCY STATE CORRECTIONAL INST,PA4410176,1.81,mg/L,"2,050",81,
Lycoming,2016,HARVEST MOON TRAILER COURT,PA4410030,0.5,mg/L,360,81,
Lycoming,2016,FOXCROFT MANOR MOBILE HOME PK,PA4410166,0.5,mg/L,200,81,
Lycoming,2016,COLLOMSVILLE MUTUAL WATERWORKS,PA4410179,0.2,mg/L,250,81,
Lycoming,2016,OLYMPIC VILLAGE,PA4410020,0.5,mg/L,98,81,
Lycoming,2016,LCWSA LIMESTONE WATER,PA4410180,0.21,mg/L,825,81,
Lycoming,2016,JERSEY SHORE AREA JNT WAT AUTH,PA4410156,2.17,mg/L,"7,200",81,
Lycoming,2016,FAIRLAWN TRAILER COURT,PA4410007,5.88,mg/L,63,81,
Lycoming,2016,AMERICAN TEMPO VILLAGE PARK,PA4410002,0.05,mg/L,88,81,
Lycoming,2016,LCWSA VILLAGE WATER,PA4410174,2.68,mg/L,598,81,
Lycoming,2016,ROARING BRANCH WATERWORKS,PA4410182,0.65,mg/L,90,81,
Lycoming,2016,ORCHARD MOBILE HOME PARK,PA4410027,2.35,mg/L,325,81,
Lycoming,2016,LCWSA HALLS STATION,PA4410035,1.69,mg/L,327,81,
Lycoming,2016,LOYALSOCK MOBILE HOME PARK,PA4410025,5.68,mg/L,85,81,
Lycoming,2016,MONTOURSVILLE WATER COMPANY,PA4410175,1.14,mg/L,"4,983",81,
McKean,2016,REW WATER ASSOCIATION,PA6420013,0.05,mg/L,325,83,
McKean,2016,ELDRED BOROUGH WATER AUTH,PA6420016,0.21,mg/L,850,83,
McKean,2016,RIXFORD WATERWORKS ASSOCIATION,PA6420022,0.05,mg/L,234,83,
McKean,2016,LUDLOW WARNER SYSTEM,PA6420011,0.67,mg/L,76,83,
McKean,2016,CROSBY WATER ASSOCIATION,PA6420012,0.13,mg/L,56,83,
McKean,2016,PA AMERICAN WATER CO KANE,PA6420019,0.56,mg/L,"5,725",83,
McKean,2016,PORT ALLEGANY WATER DEPARTMENT,PA6420021,1.45,mg/L,"2,591",83,
McKean,2016,SMETHPORT BOROUGH,PA6420023,1.21,mg/L,"2,400",83,
McKean,2016,LUDLOW COUNTY LINE SYSTEM,PA6420032,0.36,mg/L,81,83,
McKean,2016,BRADFORD CITY WATER AUTHORITY,PA6420014,0.05,mg/L,"18,000",83,
McKean,2016,SOUTHSIDE NORTHSIDE WATER ASSN,PA6420028,0.91,mg/L,72,83,
McKean,2016,HAZEL HURST WATER COMPANY,PA6420017,0.5,mg/L,140,83,
McKean,2016,PITHOLE WATER ASSOCIATION,PA6420031,0.05,mg/L,90,83,
McKean,2016,AQUA PA MT JEWETT,PA6420018,0.1,mg/L,940,83,
McKean,2016,AIKEN WATER COMPANY,PA6420010,0.05,mg/L,850,83,
McKean,2016,CLERMONT WATER ASSOCIATION,PA6420006,0.05,mg/L,75,83,
Mercer,2016,PINE GROVE MOBILE HOME PARK,PA6430046,0.1,mg/L,247,85,
Mercer,2016,FARMA MOBILE HOME PARK,PA6430070,0.1,mg/L,65,85,
Mercer,2016,AQUA PA LAKE LATONKA WTP,PA6430059,0.1,mg/L,955,85,
Mercer,2016,LEESBURG WATER ASSOCIATION,PA6430999,0.63,mg/L,150,85,
Mercer,2016,GREENVILLE MHP,PA6430039,0.1,mg/L,150,85,
Mercer,2016,ST PAUL HOMES,PA6430024,0.1,mg/L,600,85,
Mercer,2016,GROVE CITY BORO WATER DEPT,PA6430040,0.14,mg/L,"8,322",85,
Mercer,2016,JAMESTOWN BORO WATER AUTH,PA6430043,0.7,mg/L,690,85,
Mercer,2016,ROUTE 322 MOBILE HOME PARK,PA6430019,0.1,mg/L,43,85,
Mercer,2016,GLEN LAKE ESTATES,PA6430014,0.1,mg/L,125,85,
Mercer,2016,AQUA PA SHENANGO VALLEY WTP,PA6430054,0.1,mg/L,"48,000",85,
Mercer,2016,COUNTRY ESTATES,PA6430002,0.1,mg/L,90,85,
Mercer,2016,BUHL COMMUNITY WATER COMPANY,PA6430049,0.19,mg/L,"2,227",85,
Mercer,2016,JEFFERSON ESTATES MHP,PA6430010,1.8,mg/L,65,85,
Mercer,2016,GREENVILLE MUNI WATER AUTH,PA6430037,0.1,mg/L,"8,600",85,
Mercer,2016,SUNNYVIEW MOBILE HOME PARK,PA6430003,0.2,mg/L,90,85,
Mercer,2016,SCENIC MOBILE HOME PARK,PA6430001,0.1,mg/L,70,85,
Mercer,2016,PENNWOOD ESTATES MHP,PA6430021,0.1,mg/L,51,85,
Mercer,2016,SANDY LAKE BORO,PA6430052,2.71,mg/L,"1,100",85,
Mercer,2016,GRANDVIEW ACRES MHP,PA6430042,0.27,mg/L,70,85,
Mercer,2016,STONEBORO WATER WORKS,PA6430056,3.07,mg/L,"1,104",85,
Mercer,2016,REYNOLDS WATER COMPANY,PA6430057,0.1,mg/L,"2,370",85,
Mercer,2016,LIBERTY ACRES MHP,PA6430041,0.1,mg/L,47,85,
Mercer,2016,FORREST BROOKE MHP,PA6430062,0.1,mg/L,430,85,
Mercer,2016,GREYSTONE COUNTRY ESTATES,PA6430073,0.21,mg/L,55,85,
Mercer,2016,HEMLOCK MHP,PA6430072,0.1,mg/L,52,85,
Mercer,2016,FREDONIA BORO,PA6430036,0.5,mg/L,502,85,
Mercer,2016,SUMMIT ESTATES,PA6430074,0.1,mg/L,65,85,
Mercer,2016,COUNTRY CORNER RV PARK,PA6430063,5.84,mg/L,50,85,
Mifflin,2016,ALLENSVILLE MUNI AUTH,PA4440008,0.5,mg/L,480,87,
Mifflin,2016,NORTH HILLS MHP,PA4440005,3.11,mg/L,170,87,
Mifflin,2016,ELSESSERS MHP,PA4440001,3.75,mg/L,65,87,
Mifflin,2016,LEWISTOWN BORO MUNI AUTH,PA4440010,0.5,mg/L,"26,765",87,
Mifflin,2016,FOREST HILLS APTS,PA4440016,0.1,mg/L,200,87,
Mifflin,2016,GRANVILLE TWP SUPERVISORS,PA4440018,0.5,mg/L,58,87,
Mifflin,2016,MCVEYTOWN BORO AUTH,PA4440011,0.5,mg/L,342,87,
Monroe,2016,VICTORIA VILLAGE TOWNHOUSE,PA2450117,0.1,mg/L,99,89,
Monroe,2016,LAKE OF THE PINES,PA2450015,0.1,mg/L,"1,200",89,
Monroe,2016,POCONO MOBILE HOME ESTATES,PA2450028,0.1,mg/L,129,89,
Monroe,2016,MOUNTAIN VIEW VILLAGE,PA2450083,0.3,mg/L,100,89,
Monroe,2016,PAWC POCONO DISTRICT,PA2450063,1.22,mg/L,"17,860",89,
Monroe,2016,POCO APARTMENTS (UPPER),PA2450107,0.29,mg/L,36,89,
Monroe,2016,AQUA PA HAMILTON WATER CO,PA2450044,1.05,mg/L,"1,500",89,
Monroe,2016,BARTON COURT,PA2450005,1.65,mg/L,118,89,
Monroe,2016,GETZ PERSONAL CARE HOME,PA2450079,5.3,mg/L,95,89,
Monroe,2016,GLUCO LODGE,PA2450088,2.39,mg/L,65,89,
Monroe,2016,GILBERT MOBILE HOME PARK,PA2450027,1.18,mg/L,150,89,
Monroe,2016,POCONO PLATEAU PARK WELL 1,PA2450097,0.66,mg/L,60,89,
Monroe,2016,AQUA PA ROBIN HOOD LAKES,PA2450093,0.1,mg/L,492,89,
Monroe,2016,FAWN VALLEY SOUTH & NORTH,PA2450009,0.5,mg/L,100,89,
Monroe,2016,BROOKMONT HEALTH CARE CENTER,PA2450002,0.25,mg/L,229,89,
Monroe,2016,NORTHRIDGE AT CAMELBACK,PA2450124,0.38,mg/L,330,89,
Monroe,2016,MANWALAMINK WATER CO   NS 1&2,PA2450099,0.14,mg/L,600,89,
Monroe,2016,LYNWOOD ACRES MOBILE HOME PARK,PA2450084,0.12,mg/L,77,89,
Monroe,2016,SMITHFIELD COURT,PA2450004,1.46,mg/L,50,89,
Monroe,2016,ROBINWOOD VILLAGE,PA2450140,1.88,mg/L,70,89,
Monroe,2016,BLUE MTN LAKE UTILITY ASSOC,PA2450133,0.07,mg/L,"1,753",89,
Monroe,2016,SULLIVAN TRAIL VILLAGE,PA2450136,0.54,mg/L,45,89,
Monroe,2016,AQUA PENNSYLVANIA PINECREST,PA2450086,0.1,mg/L,500,89,
Monroe,2016,MT AIRY CASINO & RESORT,PA2450677,0.68,mg/L,"7,000",89,
Monroe,2016,PENN ESTATES UTILITIES INCORP,PA2450065,0.38,mg/L,"4,300",89,
Monroe,2016,ESTATES AT HAMILTON HILLS,PA2450076,0.86,mg/L,84,89,
Monroe,2016,E STROUDSBURG BORO WATER DEPT,PA2450023,0.58,mg/L,"13,000",89,
Monroe,2016,FOX GLEN GARDENS,PA2450092,0.1,mg/L,95,89,
Monroe,2016,BIRCHWOOD TRAILER PARK,PA2450008,0.1,mg/L,389,89,
Monroe,2016,PAWC MID MONROE,PA2450119,0.16,mg/L,"1,580",89,
Monroe,2016,BRODHEAD CREEK REG WATER AUTH,PA2450034,0.3,mg/L,"30,000",89,
Monroe,2016,DEER RUN MOBILE HOME PARK,PA2450018,0.1,mg/L,54,89,
Monroe,2016,EDGEWOOD AT COUNTRYSIDE APTS,PA2450089,2.73,mg/L,80,89,
Monroe,2016,SCIOTA GARDENS,PA2450143,0.1,mg/L,32,89,
Monroe,2016,SKYTOP LODGE INC,PA2450040,0.52,mg/L,300,89,
Monroe,2016,OAKS SENIOR COMMUNITY,PA2450142,0.29,mg/L,84,89,
Monroe,2016,PAWC MOUNTAIN TOP ESTATES,PA2450045,1.07,mg/L,183,89,
Monroe,2016,TRI VALLEY ELDO LAKE DIVISION,PA2450080,0.1,mg/L,310,89,
Monroe,2016,POCO APARTMENTS (LOWER),PA2450106,0.31,mg/L,48,89,
Monroe,2016,MAPLE ROCK TRAILER COURT,PA2450006,0.74,mg/L,50,89,
Monroe,2016,MANWALAMINK WATER CO  NS 3,PA2450113,0.1,mg/L,"1,100",89,
Monroe,2016,POCONO/JACKSON WATER AUTHORITY,PA2450122,0.1,mg/L,"2,100",89,
Monroe,2016,MOUNTAIN MANOR COMMUNITY,PA2450115,0.1,mg/L,187,89,
Monroe,2016,BUCK HILL FALLS WATER CO,PA2450020,0.29,mg/L,876,89,
Monroe,2016,MUSHROOM FARM,PA2450068,2.05,mg/L,172,89,
Monroe,2016,MONROE COUNTY CORRECTIONAL FAC,PA2450105,0.1,mg/L,740,89,
Monroe,2016,AQUA PA WILD PINES WATER SYS,PA2450141,0.1,mg/L,440,89,
Monroe,2016,AQUA PA MOUNTAINHOME SYSTEM,PA2450039,0.1,mg/L,"1,450",89,
Monroe,2016,DELAWARE WATER GAP BORO,PA2450022,0.5,mg/L,850,89,
Monroe,2016,TWIN FALLS MHP,PA2450025,1.01,mg/L,34,89,
Monroe,2016,TOBYHANNA ARMY DEPOT,PA2450053,0.95,mg/L,"3,000",89,
Monroe,2016,MRS BUSHS PERSONAL CARE HOME,PA2450111,0.1,mg/L,70,89,
Monroe,2016,GREEN MOUNTAIN ESTATES,PA2450087,0.1,mg/L,108,89,
Monroe,2016,ROCKY RIDGE MOBILE HOME PARK,PA2450129,1.33,mg/L,171,89,
Monroe,2016,POCONO MANOR INN,PA2450064,0.97,mg/L,300,89,
Monroe,2016,R OWN LAKE INC,PA2450010,0.5,mg/L,30,89,
Monroe,2016,OAK RUN VILLAGE,PA2450123,0.1,mg/L,70,89,
Monroe,2016,TIMBER MOUNTAIN ESTATES,PA2450104,0.47,mg/L,60,89,
Monroe,2016,MANWALAMINK WATER COMPANY,PA2450049,1.17,mg/L,"3,200",89,
Monroe,2016,BLUE MTN VILLAGE ON CHICOLA LK,PA2450033,0.5,mg/L,160,89,
Monroe,2016,ESTATES AT STONE ROW,PA2450138,0.1,mg/L,60,89,
Monroe,2016,VILLAGE AT CAMELBACK,PA2450056,0.68,mg/L,309,89,
Monroe,2016,TOWN HOMES AT MAPLE LANE,PA2450098,0.1,mg/L,60,89,
Monroe,2016,PLEASANT VIEW LAKES POA,PA2450070,0.1,mg/L,389,89,
Montgomery,2016,SCHWENKSVILLE BOROUGH AUTH,PA1460042,0.86,mg/L,"5,200",91,
Montgomery,2016,YERKES WATER ASSOCIATION,PA1460064,2.65,mg/L,165,91,
Montgomery,2016,PARKHOUSE,PA1460008,4.92,mg/L,"1,200",91,
Montgomery,2016,OAK GROVE PARK MHP,PA1460030,1.05,mg/L,130,91,
Montgomery,2016,PERKIOMEN CROSSING,PA1460087,0.5,mg/L,508,91,
Montgomery,2016,AMBLER BORO WATER DEPT,PA1460020,2.07,mg/L,"20,000",91,
Montgomery,2016,E GREENVILLE BORO WATER DEPT,PA1460023,2.25,mg/L,"3,100",91,
Montgomery,2016,AQUA PA SUPERIOR CENTER POINT,PA1460092,1.6,mg/L,500,91,
Montgomery,2016,S C I GRATERFORD,PA1460059,2.48,mg/L,"3,000",91,
Montgomery,2016,PLEASANT RUN MHP,PA1460006,1.73,mg/L,45,91,
Montgomery,2016,AWC VALLEY FORGE CROSSING MHP,PA1460035,3.59,mg/L,250,91,
Montgomery,2016,WINDHAVEN MHP,PA1460005,2.73,mg/L,112,91,
Montgomery,2016,AQUA PA PERKIOMEN WOODS,PA1460068,4.3,mg/L,"1,100",91,
Montgomery,2016,SHANERS MOBILE HOME PARK,PA1460038,1.85,mg/L,220,91,
Montgomery,2016,SPRUCE COURT APARTMENTS,PA1460071,4.37,mg/L,100,91,
Montgomery,2016,COLLEGEVILLE PARK WATER ASSOC,PA1460070,1.94,mg/L,75,91,
Montgomery,2016,AQUA PA MAIN SYSTEM,PA1460073,2.96,mg/L,"747,460",91,
Montgomery,2016,AQUA PA SUPERIOR MAIN SYSTEM,PA1460085,1.02,mg/L,"7,500",91,
Montgomery,2016,NORTH WALES WATER AUTHORITY,PA1460048,1.71,mg/L,"72,496",91,
Montgomery,2016,AQUA PA SUPERIOR IVY RIDGE,PA1460007,0.1,mg/L,150,91,
Montgomery,2016,WOODED RIDGE DEVELOPMENT,PA1460025,1.22,mg/L,53,91,
Montgomery,2016,HORSHAM WATER&SEWER AUTHORITY,PA1460033,2.07,mg/L,"25,000",91,
Montgomery,2016,TELFORD BOROUGH AUTHORITY,PA1460050,2.11,mg/L,"7,700",91,
Montgomery,2016,AUDUBON WATER COMPANY,PA1460055,1.33,mg/L,"9,850",91,
Montgomery,2016,SAINT LUKE KNOLLS,PA1460086,2.7,mg/L,50,91,
Montgomery,2016,NORTH PENN WATER AUTHORITY,PA1460034,2.1,mg/L,"82,822",91,
Montgomery,2016,AQUA PA PERKIOMEN TOWNSHIP,PA1460069,2.54,mg/L,"3,600",91,
Montgomery,2016,COLLEGEVILLE TRAPPE JOINT PWD,PA1460022,3.36,mg/L,"8,470",91,
Montgomery,2016,POTTSTOWN BOROUGH WATER AUTH,PA1460037,2.87,mg/L,"36,000",91,
